,Text,,,,,,,,,,,,,,,,,,,,,Label
9028,Get an amazon locker installed,,,,,,,,,,,,,,,,,,,,,1
9029,Report it to Amazon and have your package delivered to an Amazon locker instead,,,,,,,,,,,,,,,,,,,,,1
9030,How to use Amazon Locker pic twitter com 2yTyCehjV7,,,,,,,,,,,,,,,,,,,,,1
9031,Alexa always tells me when my packages arrive and it said it was delivered in person when it wasnt Turns out they put it in a locker near my mailboxes down the street It wouldve been nice to know before calling about it,,,,,,,,,,,,,,,,,,,,,1
9032,Ill be going to an Amazon locker tomorrow,,,,,,,,,,,,,,,,,,,,,0
9033,Yesterday another set of packages strewn across the floor Today I am notified that my package will not be delivered because there s no safe place to leave it Amazing that UPS DHL Fed Ex and USPS have no problems putting a package in a locker Figure it out ,,,,,,,,,,,,,,,,,,,,,1
9034,McDonalds tries to be more like Amazon with 300 million AI buy Melissa Locker Fast Company,,,,,,,,,,,,,,,,,,,,,1
9035,Want to order something from Amazon but don t want it shipped to your home You can pick it up at an Amazon Locker instead Here s how  via,,,,,,,,,,,,,,,,,,,,,1
9036,Hey someone cut my lock in the locker room stole my credit card information didn t take the card guess they took pics and thought I wouldn t notice my lock was gone and tried to buy stuff on amazon Considering canceling my membership I dont feel safe,,,,,,,,,,,,,,,,,,,,,1
9037,I dream of a cannabis ATM powered by the Lightning Network Amazon locker style LA would be a good place for a pilot test,,,,,,,,,,,,,,,,,,,,,1
9038,I was in London over New Year s and went to three bookstores and game stores specifically looking for your book Had to resort to ordering via Amazon and having it sent to a pick up locker near my hotel So I m looking forward to finally sitting down with it here in Chicago,,,,,,,,,,,,,,,,,,,,,0
9039,My packages were returned due to malfunctioning locker at 7 11 NO ONE at Amazon is taking responsibility for failing to deliver important packages to me The CS manager I spoke with was hostile,,,,,,,,,,,,,,,,,,,,,1
9040,Not for the first time I just decided not to place an order because they make it so painful to select an available Amazon Locker as a drop off location,,,,,,,,,,,,,,,,,,,,,0
9041,Ive just emailed them is there any chance it could be just delivered to my local amazon locker Ive tried to change my home address to my nearest amazon locker,,,,,,,,,,,,,,,,,,,,,1
9042,Amazon sells this collapsable poll you can use and throw that isssh in a bag or locker,,,,,,,,,,,,,,,,,,,,,1
9043,No it s an Amazon locker near my office,,,,,,,,,,,,,,,,,,,,,1
9044,May someone violently explain to me what an Amazon Locker is,,,,,,,,,,,,,,,,,,,,,0
9045,Amazon Locker Coachella Sweepstakes Win a trip and VIP passes to Coachella 2019 twitter com Md5ytTxY1D,,,,,,,,,,,,,,,,,,,,,1
9046,Im sure thats the name of an Amazon locker near where I live,,,,,,,,,,,,,,,,,,,,,1
9047,Hello my name is brisbane and I m your Amazon locker at Hempstead Valley Located next to Thomas Cook and Costa,,,,,,,,,,,,,,,,,,,,,1
9048,Supreme Court rejects Amazons Zappos on data breach lawsuit Melissa Locker Fast Company,,,,,,,,,,,,,,,,,,,,,1
9049,Dear Amazon I am clearly the most worthy Choose me I could even tell you where my nearest Amazon Locker is It s in Whole Foods,,,,,,,,,,,,,,,,,,,,,1
9050,Heres a few photos of me in front of the Amazon Lockers on Hollywood Blvd You might be wondering why Im taking photos in front of an amazon locker and its because Im trying to ,,,,,,,,,,,,,,,,,,,,,0
9051,Why can t pencils be delivered to am Amazon locker Knives and chemicals I understand but pencils,,,,,,,,,,,,,,,,,,,,,1
9052,Ship it to an amazon locker Or use the ship In amazon box option I use those when buying gifts,,,,,,,,,,,,,,,,,,,,,1
9053,Why should I have to add instructions if its a locker that YOU let me select at checkout I dont know what the instructions are because its my first time using AMAZONs locker pickup option now lets add embarrassing customer support to the list,,,,,,,,,,,,,,,,,,,,,1
9054,SMH I selected lockbox pickup They sent me an email saying they couldnt access THEIR locker gave me a link to add instructions this page is what I get when I open the link Embarrassing on 2 fronts logistics and web mgmt I dont know why I keep coming back pic twitter com Zvc3PprlII,,,,,,,,,,,,,,,,,,,,,1
9055,Amazon locker is everywhere twitter com zO69HoLv14,,,,,,,,,,,,,,,,,,,,,1
9056,I m at Amazon Locker Abra in Tacoma WA pic twitter com 1hG2CF0I9r,,,,,,,,,,,,,,,,,,,,,1
9057,i drunkenly ordered a lovelyz album on wednesday which was what i had to pick up from the amazon locker and i got sujeong so now everyone can LEAVE ME ALONE she s my bias,,,,,,,,,,,,,,,,,,,,,1
9058,ok picking something up from the amazon locker then i will be home finally,,,,,,,,,,,,,,,,,,,,,1
9059,Im a 43 year old recovering alcoholic with self published amazon books Theres not a great deal further down for this ship to go homie Im hangin my coat in Davey Jones fuckin locker ,,,,,,,,,,,,,,,,,,,,,0
9060,Amazon Locker Coachella Giveaway Amazon DealsPlus via,,,,,,,,,,,,,,,,,,,,,1
9061,Yesterday was my first Amazon locker experience Pretty neat concept I was a little confused about retrieval but it worked out well,,,,,,,,,,,,,,,,,,,,,0
9062,Amazon prime but for sex Next day delivery UK returns to any amazon locker,,,,,,,,,,,,,,,,,,,,,1
9063,Your address isnt revealed but your city and state is You can also look into Amazon locker if youre concerned but still looking for another option,,,,,,,,,,,,,,,,,,,,,1
9064,Amazon locker I changed my phone number cant access the account for a few days,,,,,,,,,,,,,,,,,,,,,0
9065,Walked into Amazon shop to pick up parcel from locker Walked out with parcel and a sticker book for me Judge me all you like,,,,,,,,,,,,,,,,,,,,,1
9066,We have an Amazon locker at my job Just put in your code and take out your package,,,,,,,,,,,,,,,,,,,,,1
9067,I just used amazon locker and that mug live,,,,,,,,,,,,,,,,,,,,,1
9068,Yes I am taking an Uber express pool to my Amazon locker and its really brave of me pic twitter com NdGXgNUMLl,,,,,,,,,,,,,,,,,,,,,1
9069,My local Whole Foods has what I think is a subset of this an Amazon Locker where one can return Ive done it and receive one coming next week smaller parcels,,,,,,,,,,,,,,,,,,,,,1
9070,First Amazon Locker I have run across This one was in a libreria in Rome but I also saw one in Paris pic twitter com 4R7elRfUsc  at Quattro Dame,,,,,,,,,,,,,,,,,,,,,1
9071,Shopping for gifts online Don t forget our Amazon Locker Amulet is handy for collecting your purchases located to the left of our entry barriers plus many of our stores offer click collect too pic twitter com z5yN4PA6Pk,,,,,,,,,,,,,,,,,,,,,1
9072,Thanks its to deliver an amazon parcel to the locker,,,,,,,,,,,,,,,,,,,,,1
9073,ALERT Want to win passes to see your favorite artists at coachella For the first time ever you can get your festival essentials delivered straight to an Amazon Locker at ,,,,,,,,,,,,,,,,,,,,,1
9074,Returning something to and I wish I could drop it off at an locker instead of wasting time going to the post office,,,,,,,,,,,,,,,,,,,,,1
9075,I ordered a lil headband since I baited on buying a fit for tomorrow and yet still im too lazy to go to the amazon locker and get it,,,,,,,,,,,,,,,,,,,,,1
9076,My petrol station has an Amazon Locker so off I go in my Tesla fairly regularly,,,,,,,,,,,,,,,,,,,,,1
9077,Get an Amazon locker or something and Ill send one over to you Im sure with your far superior palate youll appreciate it more than me,,,,,,,,,,,,,,,,,,,,,1
9078,I have an Amazon locker but its several cities over and not worth the time and gas unless the item is a certain dollar amount I really like Amazon gift cards,,,,,,,,,,,,,,,,,,,,,1
9079,If you order something to be delivered to Amazon locker does it generally come early or late in the day,,,,,,,,,,,,,,,,,,,,,0
9080,Love how Amazon is so quick to return an item if I m a day late picking it up from a locker but then takes five thousand years to actually refund my money,,,,,,,,,,,,,,,,,,,,,1
9081,Is an Amazon Locker good for non Amazon packages Thanks Mauricio D,,,,,,,,,,,,,,,,,,,,,1
9082,amazon be like we can deliver this package to your house in california OR u can pick it up at amazon locker in downtown Minneapolis if that works for u,,,,,,,,,,,,,,,,,,,,,1
9083,Excellent question Corey You can learn more about Amazon Locker delivery here Let us know if you need further assistance We re always here to help KP,,,,,,,,,,,,,,,,,,,,,1
9084,I can t find this locker Where is it Not even the people at swedish Edmonds know What the hell pic twitter com ko3eIWI9sR,,,,,,,,,,,,,,,,,,,,,1
9085,Get festival essentials delivered to w Amazon Locker Want to go Chance to win 2 VIP passes 3k for travel accommodation To enter Snap a selfie w an Amazon Locker find it at Post the photo using twitter com TccVL2ClFy,,,,,,,,,,,,,,,,,,,,,1
9086,Anyone have experience hosting an Amazon Locker I m looking into this as ancillary income for our storage facilities,,,,,,,,,,,,,,,,,,,,,1
9087,I can t believe it takes an driver FOUR and a HALF HOURS to take a packet from the gate of our school where he had been asked to wait for a minute while we dealt with a child protection issue to an Amazon locker 100 metres away and rather than update it immediately,,,,,,,,,,,,,,,,,,,,,0
9088,Easy seeing Mrs B isnt on Twitter Send yer Amazon stuff to the Tristan Locker at RS McColl,,,,,,,,,,,,,,,,,,,,,1
9089,Thanks for reaching out to us today We d be happy to help Without providing account personal details can you tell us if your order was delivered to a secure location such as a UPS store or Amazon Locker or to your personal address Please let us know HU,,,,,,,,,,,,,,,,,,,,,1
9090,Did the locker thing for a couple packages and Im hooked So easy,,,,,,,,,,,,,,,,,,,,,1
9091,The missus wants to get me a present so I ve left with a choice of articulate or codenames pictures whatever shows up in my amazon locker will be very interesting,,,,,,,,,,,,,,,,,,,,,1
9092,your customer service blows Same day locker delivery that mysteriously could not be delivered refusal to make good Had I known this was going to happen I wouldve gone to to buy what I needed,,,,,,,,,,,,,,,,,,,,,1
9093,Amazon CLEARLY has some threshold you must reach before they allow you to have delivered to an Amazon Locker just specify don t adopt lies,,,,,,,,,,,,,,,,,,,,,1
9094,FOOL THIS IS WHY YOU ONLY ACQUIRE UNDERPANTS BY ROBBING GYM LOCKER ROOMS,,,,,,,,,,,,,,,,,,,,,1
9095,Amazon would place my package in the very top locker,,,,,,,,,,,,,,,,,,,,,1
9096,Amazon Locker Delivery ,,,,,,,,,,,,,,,,,,,,,1
9097,Amazon has a collection locker called Lucifer Is Bezos telling us something,,,,,,,,,,,,,,,,,,,,,1
9098,Amazon Locker is pretty neat especially now that they re in most all Whole Foods locations,,,,,,,,,,,,,,,,,,,,,1
9099,Just had my first experience returning something to Amazon using Amazon locker So easy I feel silly for avoiding it this long Any of you guys hesitant to try your returns to Amazon via the Locker system Questions,,,,,,,,,,,,,,,,,,,,,1
9100,Heated parking garage with mechanical car lift Amazon locker Amazon Echo automated tech sky terrace in house yoga studio Half these amenities could be yours if you make a lot of money and want a luxury downtown adjacent apartment pic twitter com ny8brmqL7W,,,,,,,,,,,,,,,,,,,,,0
9101,Picked up amazon locker and some frozen foods Whole Foods Market 365 on ,,,,,,,,,,,,,,,,,,,,,1
9102,Amazon Locker is your friend avec Prime,,,,,,,,,,,,,,,,,,,,,1
9103,another package lost in the mail from why do i even try i mean there is an amazon locker down the road,,,,,,,,,,,,,,,,,,,,,0
9104,Win a 50 Amazon Gift Card from Sweeps Locker Sweepstakes Den pic twitter com SodYtRSYw5,,,,,,,,,,,,,,,,,,,,,1
9105,just picked up some picture frames from an amazon locker owo,,,,,,,,,,,,,,,,,,,,,1
9106,How tf they charging you to use their own return service The locker shit should be free All you need is the code Amazon is on some other shit,,,,,,,,,,,,,,,,,,,,,1
9107,I return through the amazon locker it s free and it s at whole foods They usually pick it up within a day,,,,,,,,,,,,,,,,,,,,,1
9108,Opened up the Amazon locker and found my parcel completely damaged with missing parts to my order I reached out to you guys last week and still have had no response despite being told it would take 24 hrs for someone to contact me twitter com ykB3Q6BGx2,,,,,,,,,,,,,,,,,,,,,0
9109,Is there an Amazon locker near you,,,,,,,,,,,,,,,,,,,,,1
9110,If you are ordering off Amazon look for an Amazon Locker in your area Essentially they deliver the box to a locker You go there and scan the code they email you You then pick up the box No one but you can grab it Plus there is no extra cost,,,,,,,,,,,,,,,,,,,,,1
9111,Love when I go to pick up an order from Amazon at a Amazon Locker and its not there,,,,,,,,,,,,,,,,,,,,,1
9112,PO BOX or use an amazon locker Happy safe selling girls,,,,,,,,,,,,,,,,,,,,,1
9113,No more than usual because I have to keep my phone in my locker at work You re not allowed to use your phone at Amazon while working,,,,,,,,,,,,,,,,,,,,,0
9114,Almost got run over by an driver on the way home today but then I had to use a Access Point and gotta give the point to Amazon for having a way better locker experience,,,,,,,,,,,,,,,,,,,,,1
9115,Oh you know what I was thinking about a similar UPS thingy that is v badly made But only once has the Amazon locker allowed me to pick up a package there from dozens of tries Won t even let me ship to it usually,,,,,,,,,,,,,,,,,,,,,0
9116,ohhhhh okay so you know how P O boxes work its kinda like that but when you order something from amazon instead of it being shipped to your place you can have it sent to a Locker and then you go pick it up with the password the shipping information provides you,,,,,,,,,,,,,,,,,,,,,1
9117,tbh i use amazon locker and it makes me 110 less worried,,,,,,,,,,,,,,,,,,,,,0
9118,Whats amazing here is Amazon already has an alternative for people who are worried about theft  their locker network which is now in banks and grocery stores They could easily track reported thefts and nudge people in high theft areas towards lockers with discounts UX prompts,,,,,,,,,,,,,,,,,,,,,1
9119,are The Charlotte and John Cena invisible pops still going to release at Amazon and Foot Locker respectively or are they just going to remain WWE Exclusives,,,,,,,,,,,,,,,,,,,,,1
9120,Smh they not giving me the option Im trying to send it to amazon locker but I guess a tv wont fit in there,,,,,,,,,,,,,,,,,,,,,1
9121,Toy Story 5 Woody dies inside an Amazon locker at the Whole Foods in Glendale after I forget to pick him up,,,,,,,,,,,,,,,,,,,,,1
9122,I saw the amazon delivery guy putting packages into the locker as i was leaving and i was like i wonder if one is emiya cooking I should go to work tho and then just now i got a package notif Gdi,,,,,,,,,,,,,,,,,,,,,1
9123,Late to the game but just had my first amazon locker experience HOW COOL,,,,,,,,,,,,,,,,,,,,,0
9124,You could open the catovitch cat cafe and vr cave complete with Amazon locker,,,,,,,,,,,,,,,,,,,,,1
9125,Have you considered getting a amazon locker installed by your house,,,,,,,,,,,,,,,,,,,,,1
9126,Hi Andrew All parcels delivered to Amazon Locker locations must be picked up within three days If you re not able to pickup your parcel within this timeframe the parcel will be returned to us and you will receive a refund KA,,,,,,,,,,,,,,,,,,,,,0
9127,Hi Just to confirm if my email says to collect a delivery from Amazon locker by tomorrow 20 March is this inclusive until the closing time 10pm Thanks,,,,,,,,,,,,,,,,,,,,,1
9128,I never had that happen to me but Amazon locker might be a good option,,,,,,,,,,,,,,,,,,,,,1
9129,Don t forget we have an amazon locker in store never miss your orders again twitter com QfeYzdwi5j,,,,,,,,,,,,,,,,,,,,,1
9130,You know youre a wrestling fan when you need a new gym locker and when going to Amazon to buy one you immediately think of Chris Masters,,,,,,,,,,,,,,,,,,,,,1
9131,Girl I was shocked and excited to discover that my new apartment complex has a package locker room So I don t have to worry about my stuff getting stolen anymore and I can pick up whenever Also Amazon lockers are amaaaazing,,,,,,,,,,,,,,,,,,,,,0
9132,The view while I wait for book to be put in a locker for pick up Amazon@ASUC Student Union in Berkeley CA pic twitter com hT8kUnCnfi,,,,,,,,,,,,,,,,,,,,,1
9133,Please send me the item I ordered I have never ordered a HDMI cable I have ordered an IPhone XS I cannot be responsible for amazon locker service delivery being not enough secured,,,,,,,,,,,,,,,,,,,,,1
9134,You can also use amazon locker for many items,,,,,,,,,,,,,,,,,,,,,1
9135,An amazon locker,,,,,,,,,,,,,,,,,,,,,1
9136,I saw the episode on Amazon and I Agree it s a Major brand with ridiculous amounts of money Right know they re bigger than Walmart and yes foot locker cause Me goes on website sees new shoes for 4 99 Days later receives shoes,,,,,,,,,,,,,,,,,,,,,1
9137,I ordered a book from after not being able to order from Saturday afternoon The book was scheduled to arrive in between the 21st and 28th I receive notice Saturday evening that book would arrive to a selected locker Sunday The 1st ti,,,,,,,,,,,,,,,,,,,,,1
9138,MY DAD JUST TEXTED ME SAYING HE GOT AN EMAIL SAYING MY COWBOY HAT IS READY TO PICKED UP AT THE AMAZON LOCKER OMFG,,,,,,,,,,,,,,,,,,,,,1
9139,the Amazon Locker on campus used to come so clutch the one I use here is so out the way,,,,,,,,,,,,,,,,,,,,,1
9140,are yall crazy You cant put other peoples packages in the locker with other peoples things This is how things get stolen Its enough I can protect packages that come to my door but this is what yall doing at a secure location pic twitter com S7FKqTPMOL,,,,,,,,,,,,,,,,,,,,,0
9141,You need to order a hazmat suit via amazon locker,,,,,,,,,,,,,,,,,,,,,1
9142,well in this particular case I m having it delivered to an Amazon Locker so I don t have to wait in silence at home for a knock at the door to make sure I don t miss it But it would still be nice to have an idea of when it ll get there,,,,,,,,,,,,,,,,,,,,,1
9143,Trying out the Amazon locker thing since the last time I ordered from them they just dumped the parcels at the bottom of the stairs without even telling me,,,,,,,,,,,,,,,,,,,,,1
9144,I m so glad I made a pitstop at the Amazon locker on the way to work this morning twitter com IZMKDBPfQV,,,,,,,,,,,,,,,,,,,,,1
9145,Living right next to an amazon locker is so clutch They really be delivering my items in a day,,,,,,,,,,,,,,,,,,,,,1
9146,Idk if you were ordering from Amazon or if MHK has an Amazon locker but those are really great and easy and keep your things from getting stolen,,,,,,,,,,,,,,,,,,,,,1
9147,Nope I actually went to the wrong locker by accident but I noticed that door was open and wouldnt close,,,,,,,,,,,,,,,,,,,,,0
9148,Is it your locker,,,,,,,,,,,,,,,,,,,,,1
9149,Hey just a heads up your piras locker has a broken lock in one if its units Doesnt close pic twitter com qm276tDety,,,,,,,,,,,,,,,,,,,,,0
9150,My new corset is at an amazon locker downtown and I am not going to fucking brave this shit for anything today,,,,,,,,,,,,,,,,,,,,,1
9151,Handy new locker in Matalan pic twitter com 0WVmjCgqys,,,,,,,,,,,,,,,,,,,,,1
9152,you and entrepreneurs like you are what make this country great recently used Amazon locker to return an item and it worked beautifully Genius YOU know what you re doing unlike DT,,,,,,,,,,,,,,,,,,,,,1
9153,Just experienced Amazon Locker WOW YOU are a true genius businessman unlike a certain occupant of the white house THANKS Mr Bezos,,,,,,,,,,,,,,,,,,,,,1
9154,just picked up a baby pink pod skin from the amazon locker b c consumer culture takes no prisoners,,,,,,,,,,,,,,,,,,,,,0
9155,Amazon has it available for overnight delivery  you could have it delivered to a locker,,,,,,,,,,,,,,,,,,,,,1
9156,i want to go pick up food but i also am waiting for my package to be delivered to the amazon locker and i dont want to have to leave my house twice,,,,,,,,,,,,,,,,,,,,,1
9157,Amazon said my thing was delivered did you like da pants And if so can we get pics  I didn t get any pants in the Amazon locker but maybe it s in the mailbox I always forget to check that I did get a cute bunny shirt tho ,,,,,,,,,,,,,,,,,,,,,1
9158,7 elevens are supposed to be open 24 hours A day If they have an Amazon locker there you should be able to have access to it without having to make a purchase,,,,,,,,,,,,,,,,,,,,,1
9159,Expected my package to come around 1 4pm but its taking so long to get to the Amazon locker,,,,,,,,,,,,,,,,,,,,,0
9160,Thank you for taking valuable time out of your day to provide us with this information I have escalated this information to our Amazon Locker team so they can use it to improve our services AI,,,,,,,,,,,,,,,,,,,,,1
9161,No that s the thing I can try to use an Amazon locker but I hope I can find a way around it like I ve done in the past,,,,,,,,,,,,,,,,,,,,,0
9162,At Amazon center to drop a package Clerk asked if I wanted the Amazon experience Before I respond she nods to me hands me a phone with a QR code points me toward a scanner which opened a small locker Inside it a plastic squirt bottle ME You HER We pee in this,,,,,,,,,,,,,,,,,,,,,0
9163,Im very pleased that they have amazon locker out here,,,,,,,,,,,,,,,,,,,,,1
9164,amazon decided to ship my dreamcatcher album to the amazon locker in town tomorrow the one day im not in town,,,,,,,,,,,,,,,,,,,,,1
9165,I have been calling the company for 7 days to get a new pickup code for my parcel from Amazon locker but I didn t get any yet help me with that please,,,,,,,,,,,,,,,,,,,,,1
9166,Also amazon locker is clutch af,,,,,,,,,,,,,,,,,,,,,1
9167,What good is Amazon Locker if large expensive items that I don t want sitting around on my doorstep all day are too big for Amazon Locker Literally the ONLY reason why I d use Locker is to protect large items that might get stolen off my porch Please improve Locker,,,,,,,,,,,,,,,,,,,,,1
9168,Amazon is hiring 3 000 remote workers in 18 states Applicants are asked to squeeze themselves into any local Amazon locker where they will be picked up for consideration ,,,,,,,,,,,,,,,,,,,,,0
9169,XPLORER Magnetic Hanging Locker Door Organizer Black Pink 52 x 11 Pink Locker Bag Black Locker Bag for Door or Police Locker via,,,,,,,,,,,,,,,,,,,,,0
9170,FYI there is a broken locker 6th column 3rd row I wear XXL Amazon Locker Scepter 4690 S Kirkman Rd at 7 Eleven Orlando FL 32811 2833 pic twitter com U5lqf0Kvzy,,,,,,,,,,,,,,,,,,,,,0
9171,Garden Square has an Amazon locker a great way to collect parcels Simply select Fisher when making orders then pick up your parcels at a time convenient for you RT twitter com zRHLo3V18m,,,,,,,,,,,,,,,,,,,,,1
9172,It definitely aint stopping me tho I actually have some items getting dropped off at my Amazon locker today,,,,,,,,,,,,,,,,,,,,,1
9173,Better than a locker by amazon there always bloody full,,,,,,,,,,,,,,,,,,,,,1
9174,That s why there should be an locker at every corner ,,,,,,,,,,,,,,,,,,,,,1
9175,GOT A NICE PACKAGE ALRIGHT guess I m gonna have to retrieve it from the Amazon locker tonight ,,,,,,,,,,,,,,,,,,,,,1
9176,Just took a nice midnight drive out to an Amazon locker to pick up a thing I bought and MAN was I just hit by a wave of nostalgia I miss driving at night The roads are so quiet and it s nice and relaxing Nice cool air street lights it all kinda takes me back,,,,,,,,,,,,,,,,,,,,,1
9177,As you can see we used an Amazon Locker finally lol And its super simple too From the email or text that Amazon sends either scan the unique barcode or type in the pickup code  ,,,,,,,,,,,,,,,,,,,,,1
9178,so today I went to pick up my pkg from one of those Amazon lockers and of course it s in the highest locker AND of course they tucked it all the way in the back of the locker THANK goodness for the lovely lady blessed with height who rescued me from this tragedy,,,,,,,,,,,,,,,,,,,,,1
9180,I just listed Under Armour Women s Locker Short Sleeve T Shirt for 25 00 via ,,,,,,,,,,,,,,,,,,,,,1
9181,my order is meant to arrive to an Amazon locker today by 8pm but it hasnt been dispatched yet what are the chances it will actually come today,,,,,,,,,,,,,,,,,,,,,1
9182,Even worse theres an amazon locker on site but its always full,,,,,,,,,,,,,,,,,,,,,0
9183,Delivery attempted Can t wait for the third attempt on Friday when they ship it back to Amazon because they couldn t deliver to the locker,,,,,,,,,,,,,,,,,,,,,1
9184,horrible experience from beginning to end Oh yea can you clean the screen on your locker,,,,,,,,,,,,,,,,,,,,,0
9185,I wouldn t trust finding it at all Amazon locker would be another option and if you stage it you can include a mailer to send out what you ve shot so there s fresh film when you get home,,,,,,,,,,,,,,,,,,,,,1
9186,locker is pretty cool tbh pic twitter com 1CnatKXcWr,,,,,,,,,,,,,,,,,,,,,1
9187,As much as I want to resist Amazon taking over everything I must say the locker pick up option is pretty convenient,,,,,,,,,,,,,,,,,,,,,1
9189,Going to use an Amazon locker for the first time If I don t make it back tell Jeff Bezos I love him,,,,,,,,,,,,,,,,,,,,,1
9190,Picked some stuff up from an Amazon locker really cant describe how lovely it was opening my car door and hearing my music playing,,,,,,,,,,,,,,,,,,,,,1
9191,Pre ordered straight to the Amazon locker so I don t miss a delivery,,,,,,,,,,,,,,,,,,,,,1
9192,amazon locker locker     pic twitter com MldUkd3cbl,,,,,,,,,,,,,,,,,,,,,1
9193,So it arrived But the amazon delivery person put it in a package locker that the box is either the wrong shape to fit in or the locker is broken Basically the package locker is holding it hostage Ive already sent the leasing office an annoyed email,,,,,,,,,,,,,,,,,,,,,0
9194,Dropping off at Amazon Locker Denny at in Frisco TX pic twitter com zkfDUyiWZX,,,,,,,,,,,,,,,,,,,,,1
9195,Hi am trying to order something to the Amazon locker bit it won t let me what am I doing wrong,,,,,,,,,,,,,,,,,,,,,0
9196,Hey I love being able to get things delivered to an Amazon Locker while I m at work but I m 4 11 and I can t reach the top boxes My deliveries are always in the top box I have to flag random people down to reach my stuff is there anyway I can ask for a lower box,,,,,,,,,,,,,,,,,,,,,1
9197,hi how do I place an order on amazon Locker,,,,,,,,,,,,,,,,,,,,,1
9198,If my return options don t include Amazon Locker I will 100 keep something that I am not satisfied with,,,,,,,,,,,,,,,,,,,,,0
9199,I just have to make one quick run out tomorrow to pick up my delivery of Game of Thrones S2 S3 coffee and a bag of Good Plenty from the Amazon Locker then I m good for the rest of the week Getting my taxes ready for the accountant and watching MSNBC for updates,,,,,,,,,,,,,,,,,,,,,1
9200,Also when I searched google for whole foods amazon locker dandelion the first article showing off this locker from August 2018 also showed it blocked by carts,,,,,,,,,,,,,,,,,,,,,1
9201,please stop from blocking the lockers not the first time It s the dandelion locker pic twitter com MQHrnSGjcW,,,,,,,,,,,,,,,,,,,,,1
9202,I just listed ZINT BROWN TRAVEL JEWELRY BOX MULTI COMPA for 90 99 via ,,,,,,,,,,,,,,,,,,,,,1
9203,Walking to the amazon locker and its next to a dunkin so i might treat myself,,,,,,,,,,,,,,,,,,,,,1
9204,If you d like you can have your packages delivered to an Amazon Locker in your area instead of to your home You can see more about this here I hope this helps MO,,,,,,,,,,,,,,,,,,,,,1
9205,I stayed up till 4 am which should have been 3 playing Odyssey And Im picking up Lets Go Eevee from Amazon locker today My little Switch library is slowly coming together,,,,,,,,,,,,,,,,,,,,,0
9206,I feel less a paediatrician more a courier this weekend on receiving a message from my husband to let me know his parcel is ready for collection from the amazon locker,,,,,,,,,,,,,,,,,,,,,1
9207,My brother ordered this as a gift My personal preferences are to leave with a neighbour although after previous bad experience there I use an Amazon locker Personally I think my brother deserves a refund for wasting time chasing this up,,,,,,,,,,,,,,,,,,,,,0
9208,Win a Noah Hanifin NHL All Star Jersey Simple Rules Share this page with your friends Purchase one or more of any of The Florida Caniac T Shirts and Hats at either Amazon or Squad Locker Each item purchase is a drawing to be entered to win Purchases must be made before 4 9 pic twitter com rqvb9qbjWf,,,,,,,,,,,,,,,,,,,,,1
9209,Being 28 is going to a gig then picking up my order from a nearby Amazon locker on the way home,,,,,,,,,,,,,,,,,,,,,1
9210,Amazon s free postage somehow sneaks up to 8 on a 30 order Its the FFG sleeves what does it the paints going to a locker Order then gets split but not shown until payment review Bye not buy The Grizzled sleeves At least now know where Mr Gribben works at the weekend 0,,,,,,,,,,,,,,,,,,,,,1
9211,Amazon if you have a prime account it takes 2 days and you can find a amazon locker close by to pick it up at,,,,,,,,,,,,,,,,,,,,,1
9212,Jackie feels like she needs an Amazon Locker for her home ,,,,,,,,,,,,,,,,,,,,,1
9213,i shall be using the Amazon Locker at the whole foods ,,,,,,,,,,,,,,,,,,,,,1
9214,Send to an Amazon locker next time or dont stay at a business hotel,,,,,,,,,,,,,,,,,,,,,1
9215,Im all of about 5 foot nothing so of course my delivery is in the highest amazon locker,,,,,,,,,,,,,,,,,,,,,1
9216,Hey 2k support thanks for taking the time to assist me with my 2k issue Im experiencing Ok so I recently signed up for Twitch Amazon prime After signing up I went to redeem my in game loot and rewards and to no avail was not able to redeem my Promo Locker codes,,,,,,,,,,,,,,,,,,,,,1
9217,hi can yall help me with a return on an undelivered order to amazon locker,,,,,,,,,,,,,,,,,,,,,1
9219,Well get you a 6 pack even if we have to leave it on an Amazon locker But I have to ask you a question Do you have an Astros World Seeiea ring to wear while you drink the Crawford Box nectar,,,,,,,,,,,,,,,,,,,,,1
9220,unfortunately the closest amazon locker is like an hour and a half away,,,,,,,,,,,,,,,,,,,,,0
9221,Could send it to an amazon locker near you Would only need your zip not full address,,,,,,,,,,,,,,,,,,,,,0
9222,If your product gets a one star rating on Amazon you re in the hurt locker You need a five positive comments to overcome the damage,,,,,,,,,,,,,,,,,,,,,1
9223,Nope The Amazon email is definately season 18 I also got one saying that Macra Terror is estimated for the 1st of april I think its because I m using an amazon locker,,,,,,,,,,,,,,,,,,,,,1
9224,Chatted with employee Asanda refuses 2 give any info will post chat employee says 2 find other locker gee sorry no control very popular When asked how far 10 miles 20 50 Across state line I posted 4 different addresses Now what,,,,,,,,,,,,,,,,,,,,,1
9225,You are not alone my copy should be turning up at a amazon locker some point today hopefully so I can listen and read on my way home from work,,,,,,,,,,,,,,,,,,,,,1
9226,New book picked up from amazon locker and my love ordered another I had in the cart that I just needed to get my hands on,,,,,,,,,,,,,,,,,,,,,1
9227,Just picked up a package from Amazon locker at and paid for some groceries using prime to get a discount at how easy that was,,,,,,,,,,,,,,,,,,,,,1
9228,i wish they could send them to my amazon locker,,,,,,,,,,,,,,,,,,,,,1
