,text,,,,,,,,,,,,,,,,,,,,Neutral,Label
5271,Amazon updates Cloud Player with 256 Kbps matched files faster import direct delivery A,,,,,,,,,,,,,,,,,,,,1,1
5278,Amazon updates Cloud Player with 256 Kbps matched files faster import direct delivery Amazon s Cloud Player service just scored some ma,,,,,,,,,,,,,,,,,,,,1,1
5281,Amazon updates Cloud Player with 256 Kbps matched files faster import direct delivery Amazon s,,,,,,,,,,,,,,,,,,,,1,1
5283,Geek Alert Amazon updates Cloud Player with 256 Kbps matched files faster import direct delivery,,,,,,,,,,,,,,,,,,,,1,1
5297, Eg US Amazon updates Cloud Player with 256 Kbps matched files faster import direct delivery Amazon s,,,,,,,,,,,,,,,,,,,,1,1
5306,Amazon updates Cloud Player with 256 Kbps matched files faster import direct delivery Amazon s Cl engaged,,,,,,,,,,,,,,,,,,,,1,1
5311,Amazon updates Cloud Player with 256 Kbps matched files faster import direct delivery Amazon s C,,,,,,,,,,,,,,,,,,,,1,1
5312,This just in Amazon updates Cloud Player with 256 Kbps matched files faster import direct delivery Amazon,,,,,,,,,,,,,,,,,,,,1,1
5313,Amazon updates Cloud Player with 256 Kbps matched files faster import direct delivery Amazon s Cloud Player service just scored,,,,,,,,,,,,,,,,,,,,1,1
5330,very cool Amazon updates Cloud Player with 256 Kbps matched files faster import direct delivery via,,,,,,,,,,,,,,,,,,,,1,1
5383,Gadget Sana Sini Amazon updates Cloud Player with 256 Kbps matched files faster import direct delivery,,,,,,,,,,,,,,,,,,,,1,1
5392,Amazon updates Cloud Player with 256 Kbps matched files faster import direct delivery Am,,,,,,,,,,,,,,,,,,,,1,1
5399,Engadget Amazon updates Cloud Player with 256 Kbps matched files faster import direct delivery Amazon s Cl,,,,,,,,,,,,,,,,,,,,1,1
5419,Amazon updates Cloud Player with 256 Kbps matched files faster import direct delivery Amazon s Clou,,,,,,,,,,,,,,,,,,,,1,1
5429,EGADGET Amazon updates Cloud Player with 256 Kbps matched files faster import direct delivery Amazon s Cl,,,,,,,,,,,,,,,,,,,,1,1
5433,Engadget Update Amazon updates Cloud Player with 256 Kbps matched files faster import direct delivery Amaz,,,,,,,,,,,,,,,,,,,,1,1
5437,Amazon updates Cloud Player with 256 Kbps matched files faster import direct delivery ,,,,,,,,,,,,,,,,,,,,1,1
5442,engadget Amazon updates Cloud Player with 256 Kbps matched files faster import direct delivery Amazon s Clo,,,,,,,,,,,,,,,,,,,,1,1
5451,I placed an order on Amazon Estimated delivery was Friday 7 27 Still haven t received it,,,,,,,,,,,,,,,,,,,,N,1
5452,Amazon Delivery Lockers now at 7 11 store in San Carlos Holly Old County Road,,,,,,,,,,,,,,,,,,,,1,1
5454,Amazon Is Expanding Locker Delivery,,,,,,,,,,,,,,,,,,,,N,1
5455,gizmodo Amazon Is Expanding Locker Delivery Blip,,,,,,,,,,,,,,,,,,,,N,1
5456,thank you for the info just ordered mine just in time for delivery for tomorrow uk amazon,,,,,,,,,,,,,,,,,,,,N,1
5458,iGeeky Amazon Is Expanding Locker Delivery Blip,,,,,,,,,,,,,,,,,,,,N,1
5459,I didn t know that Amazon is rolling out a locker delivery option for shipping ,,,,,,,,,,,,,,,,,,,,N,1
5461,Should have ordered off Amazon usually cheaper Though their delivery is just as bad unless you choose next day,,,,,,,,,,,,,,,,,,,,0,0
5463,Buy one get something else that isn t yours free Courtesy of Amazon Lockers and those kind people at Home Delivery Network,,,,,,,,,,,,,,,,,,,,1,1
5464,Is Expanding Locker Delivery,,,,,,,,,,,,,,,,,,,,N,1
5465,Good newsAmazon has expanded its locker Blip Good news mdash Amazon has expanded its locker delivery service,,,,,,,,,,,,,,,,,,,,1,1
5468,Delivery from from Prestige Didn t even know the package came no doorbell ring it was 3 ft from my front door on the sidewalk,,,,,,,,,,,,,,,,,,,,N,1
5470,Amazon Is Expanding Locker Delivery Blip Good newsAmazon has expanded its locker delivery ser,,,,,,,,,,,,,,,,,,,,1,1
5472,Cancelled my TRU order re ordered it through Amazon Turns out I was the last one Estimate delivery 8 8 Amazon price for KH3DS went up,,,,,,,,,,,,,,,,,,,,N,1
5473,Good newsAmazon has expanded its locker Blip Good newsAmazon has expanded its locker delivery service in New,,,,,,,,,,,,,,,,,,,,1,1
5474,Amazon Locker Delivery expanding now available in New York London DC Seattle and more,,,,,,,,,,,,,,,,,,,,1,1
5476,For anyone who doesn t know or already have it Amazon selling the Rangers home shirt for 20 free delivery ,,,,,,,,,,,,,,,,,,,,1,1
5477,Amazon Locker Delivery expanding now available in New York London DC Seattle and more The Verge  via,,,,,,,,,,,,,,,,,,,,1,1
5479,just order SPEEDWAY on delivery says not til sept thought it was August x good luck with the book sales x,,,,,,,,,,,,,,,,,,,,1,1
5480,Good newsAmazon has expanded its locker Blip Good newsAmazon has expanded its locker delivery service in,,,,,,,,,,,,,,,,,,,,1,1
5481,As a new yorker in a brownstone I heart this Amazon Lockers Available For Delivery In Silicon Valley  via,,,,,,,,,,,,,,,,,,,,1,1
5482,Amazon Locker Delivery expanding now available in New York London DC Seattle and more ,,,,,,,,,,,,,,,,,,,,1,1
5483,Amazon says same day delivery not feasible on broad scale  Newgistics is the answer Shipping has a new home,,,,,,,,,,,,,,,,,,,,1,1
5484,Terbaru Amazon Locker Delivery expanding now available in New York London DC Seattle an oleh Negaraku,,,,,,,,,,,,,,,,,,,,1,1
5485,Out for delivery the three most exciting words when waiting for something from Amazon,,,,,,,,,,,,,,,,,,,,1,1
5493,Great idea Amazon Locker Delivery expanding,,,,,,,,,,,,,,,,,,,,1,1
5495,Amazon Locker Delivery expanding now available in New York London DC Seattle and more Amazon has been quietly,,,,,,,,,,,,,,,,,,,,1,1
5496,Amazon I love you for your delivery texts,,,,,,,,,,,,,,,,,,,,1,1
5498,Amazon just pushed my Fear Agent HC delivery back to mid December Did the release date slip,,,,,,,,,,,,,,,,,,,,N,1
5499,The Verge Amazon Locker Delivery expanding now available in New York London DC Seattle and more,,,,,,,,,,,,,,,,,,,,1,1
5501,Amazon Locker Delivery Only a few cities now but a cool idea would make sense to have them near warehouses,,,,,,,,,,,,,,,,,,,,1,1
5502,Locker Delivery expanding now available in New York London DC Seattle and more  via,,,,,,,,,,,,,,,,,,,,1,1
5505,Amazon Locker Delivery expanding now available in New York London DC Seattle and more Amazon has been quie,,,,,,,,,,,,,,,,,,,,1,1
5508,That is why I am on Amazon Prime mandatory express delivery Yes please,,,,,,,,,,,,,,,,,,,,N,1
5509,Amazon says same day delivery not feasible on broad scale  Post Parcel,,,,,,,,,,,,,,,,,,,,1,1
5510,Yeah That s right Amazon You can refund delivery i didn t pay for You can tell me it never ever happens Yet it always happens to me,,,,,,,,,,,,,,,,,,,,1,1
5511,they are free but i recommend putting in your normal email rather than ur kindle email because amazon can charge delivery x,,,,,,,,,,,,,,,,,,,,1,1
5512,Note to Cust with iPhone Yes Amazon is selling the book for 1 less than I but we charge a premium for instant delivery Thank you,,,,,,,,,,,,,,,,,,,,0,0
5513,Amazon Lockers Available For Delivery In Silicon Valley Too MORE,,,,,,,,,,,,,,,,,,,,1,1
5515,I had a gift card to Amazon so I ordered a few things that were in stock according to the website it says estimated delivery Aug 17 Sep 17,,,,,,,,,,,,,,,,,,,,0,0
5516,Lockers Available For Delivery In Silicon Valley Too It looks like is,,,,,,,,,,,,,,,,,,,,1,1
5518,Ordered a new TV from Amazon Non Prime vendor offered earlier delivery than Prime Should be here in a week,,,,,,,,,,,,,,,,,,,,1,1
5520,delivery estimate July 20 2012 August 21 2012 MORITE AMAZON,,,,,,,,,,,,,,,,,,,,N,1
5521,Lockers Available For Delivery In Silicon Valley Too,,,,,,,,,,,,,,,,,,,,1,1
5522,Coming to a 7 11 near you Amazon Lockers Available For Delivery In Silicon Valley Too  via,,,,,,,,,,,,,,,,,,,,1,1
5523,i want my amazon delivery already,,,,,,,,,,,,,,,,,,,,N,1
5524,Amazon are really good for deliveries I ordered a book recently off there and I got it the next day on standard delivery,,,,,,,,,,,,,,,,,,,,1,1
5525,Home from York in time to make my Amazon delivery but now I m horrendously bored Humph,,,,,,,,,,,,,,,,,,,,0,0
5527,The Sopranos box set arrived Finally I can complete the entire show Thanks amazon for the epic quick delivery 1 day and half,,,,,,,,,,,,,,,,,,,,1,1
5528,3 5 days delivery my arse amazon,,,,,,,,,,,,,,,,,,,,N,1
5529,Canadian Amazon Marketplace dealer selling Goal Post for 68 62 plus postage 8 99 and free delivery here,,,,,,,,,,,,,,,,,,,,1,1
5530,I think your order delivery process is now slicker than Amazon as best website and a pleasure to use Why thank you,,,,,,,,,,,,,,,,,,,,1,1
5531,Amazon Lockers Available For Delivery In Silicon Valley  Too  via,,,,,,,,,,,,,,,,,,,,1,1
5532,PS only 1 copy of Talk In Colour s ColliderScope left on Amazon at the moment just 9 17 free delivery ,,,,,,,,,,,,,,,,,,,,1,1
5533,Amazon Says It Cant Scale Same Day Delivery Economically Amazon downplayed the idea of same day shipping on it,,,,,,,,,,,,,,,,,,,,1,1
5534,This Amazon prime delivery is shite Useless cunts,,,,,,,,,,,,,,,,,,,,0,0
5535,Amazon Lockers Available For Delivery In Silicon Valley Too Anthony Ha TechCrunch,,,,,,,,,,,,,,,,,,,,1,1
5536,Amazon Lockers Available For Delivery In Silicon Valley ,,,,,,,,,,,,,,,,,,,,1,1
5537,Amazon same day delivery How the e commerce giant will destroy local retail via,,,,,,,,,,,,,,,,,,,,0,0
5538,Exciting Commerce Local Express Delivery Wenn Amazon den Handel angreift,,,,,,,,,,,,,,,,,,,,1,1
5539,Back pain PosturePlast is now back in stock on with the option of next day delivery ,,,,,,,,,,,,,,,,,,,,N,1
5540,TechNews Amazon Lockers Available For Delivery In Silicon Valley Too,,,,,,,,,,,,,,,,,,,,1,1
5543,o right 3 89 amazon free delivery,,,,,,,,,,,,,,,,,,,,1,1
5547,amazon or ebay delivery mare,,,,,,,,,,,,,,,,,,,,N,1
5548,Amazon Lockers Available For Delivery In Silicon Valley Too via,,,,,,,,,,,,,,,,,,,,1,1
5554,Avalio Blog Amazon Lockers Available For Delivery In Silicon Valley Too ,,,,,,,,,,,,,,,,,,,,1,1
5556,Amazon Lockers Available For Delivery In Silicon Valley,,,,,,,,,,,,,,,,,,,,1,1
5557,Amazon Sales Rise 29 Per Cent In Q2 myHermes Auction Delivery News  via,,,,,,,,,,,,,,,,,,,,N,1
5558,Come on amazon Dispatch my order I paid for delivery thinking it would be quicker Grrrrrrr,,,,,,,,,,,,,,,,,,,,N,1
5561,RT Amazon Lockers Available For Delivery In Silicon Valley Too RT,,,,,,,,,,,,,,,,,,,,1,1
5562,TechCrunch Amazon Lockers Available For Delivery In Silicon Valley Too by,,,,,,,,,,,,,,,,,,,,1,1
5563,Amazon Lockers Available For Delivery In Silicon Valley Too  via Brilliant idea for those missed deliveries,,,,,,,,,,,,,,,,,,,,1,1
5565,Amazon Lockers Available For Delivery In Silicon Valley Too TechCrunch,,,,,,,,,,,,,,,,,,,,1,1
5571,Amazon Lockers Available For Delivery In Silicon Valley Too ,,,,,,,,,,,,,,,,,,,,1,1
5573,Not sure why everyone s in a fuss about Amazon s delivery lockers Convenience stores in Japan have had a similar service for ages,,,,,,,,,,,,,,,,,,,,0,0
5575,Amazon Says It Cant Scale Same Day Delivery Economically Amazon downplayed the,,,,,,,,,,,,,,,,,,,,1,1
5576,TECHNEWS Amazon Lockers Available For Delivery In Silicon Valley Too Anthony Ha TechCrunch Anthony Ha Te,,,,,,,,,,,,,,,,,,,,1,1
5581,Amazon Lockers Available For Delivery In Silicon Valley Too Anthony Ha is a writer at TechCrunch where he cov,,,,,,,,,,,,,,,,,,,,1,1
5582,TechMeme Amazon Lockers Available For Delivery In Silicon Valley Too Anthony Ha TechCrunch,,,,,,,,,,,,,,,,,,,,1,1
5585,Amazon aiming for same day delivery potentially disrupting the current physical retail model even more,,,,,,,,,,,,,,,,,,,,1,1
5586,Amazon Lockers for nearby pick up station delivery available in Silicon Valley ,,,,,,,,,,,,,,,,,,,,1,1
5587,Available For In Silicon Valley Too,,,,,,,,,,,,,,,,,,,,1,1
5590,Amazon Lockers Available For Delivery In Silicon Valley Too Anthony Ha TechCrunch Anthony Ha TechC,,,,,,,,,,,,,,,,,,,,1,1
5591,Techmeme Amazon Lockers Available For Delivery In Silicon Valley Too Anthony Ha TechCrunch Anthony Ha,,,,,,,,,,,,,,,,,,,,1,1
5592,Amazon Lockers Available For Delivery In Silicon Valley Too TechCrunch Packstation copied by Amazon,,,,,,,,,,,,,,,,,,,,1,1
5593,200pcs Ritek Ridata DVD R 16x 4 7GB 120Min White Inkjet Printable Top Fast Domestic Delivery in 3 4 d,,,,,,,,,,,,,,,,,,,,1,1
5596,TM Amazon Lockers Available For Delivery In Silicon Valley Too Anthony Ha TechCrunch Anthony Ha TechCru,,,,,,,,,,,,,,,,,,,,1,1
5598,News Amazon Lockers Available For Delivery In Silicon Valley Too Anthony Ha TechCrunch Anthony Ha TechC,,,,,,,,,,,,,,,,,,,,1,1
5600,Amazon Lockers Available For Delivery In Silicon Valley Too TechCrunch  ,,,,,,,,,,,,,,,,,,,,1,1
5602,Amazon Lockers Available For Delivery In Silicon Valley Too Anthony Ha TechCrunch Anthony Ha TechCrunch,,,,,,,,,,,,,,,,,,,,1,1
5609,Amazon Lockers Available For Delivery In Silicon Valley Too Anthony Ha TechCrunch Amazon Locke,,,,,,,,,,,,,,,,,,,,1,1
5615,Very cool system for urban package delivery RT Amazon Lockers make a quiet debut in Silicon Valley,,,,,,,,,,,,,,,,,,,,1,1
5616,same day delivery How the e commerce giant will destroy local retail,,,,,,,,,,,,,,,,,,,,0,0
5618,Purchase stardard brand tablets pc with free shipping and delivery around the world by Amazon site on,,,,,,,,,,,,,,,,,,,,1,1
5622,Amazon Lockers Available For Delivery In Silicon Valley Too It looks like Amazon,,,,,,,,,,,,,,,,,,,,1,1
5628,RT Social Alltop Social Amazon Lockers Available For Delivery In Silicon Valley Too S,,,,,,,,,,,,,,,,,,,,1,1
5629, Amazon Lockers Available For Delivery In Silicon Valley Too,,,,,,,,,,,,,,,,,,,,1,1
5641,yah you guys go for it I think some on Amazon have free delivery,,,,,,,,,,,,,,,,,,,,1,1
5643,Wow First time you re disappointing me with a delayed delivery in such a critical situation,,,,,,,,,,,,,,,,,,,,0,0
5644,RT Amazon Lockers make a quiet debut in Silicon Valley Same day service Awesome delivery innovation,,,,,,,,,,,,,,,,,,,,1,1
5646,Amazon Lockers Available For Delivery In Silicon Valley Too It looks like is,,,,,,,,,,,,,,,,,,,,1,1
5647,RT I am so amazed at Ordered a Kindle from their US store last 26 and DHL already called me today for delivery Cool,,,,,,,,,,,,,,,,,,,,1,1
5648,Amazon Lockers Available For Delivery In Silicon Valley Too Social Media alltop,,,,,,,,,,,,,,,,,,,,1,1
5651,Lockers Available For Delivery In Too,,,,,,,,,,,,,,,,,,,,1,1
5654,rt Amazon Lockers Available For Delivery In Silicon Valley Too It looks like is,,,,,,,,,,,,,,,,,,,,1,1
5670,RT Amazon Lockers Available For Delivery In Silicon Valley Too,,,,,,,,,,,,,,,,,,,,1,1
5671,Just in Amazon Lockers Available For Delivery In Silicon Valley Too,,,,,,,,,,,,,,,,,,,,1,1
5688,TID Inno Update Amazon Lockers Available For Delivery In Silicon Valley Too,,,,,,,,,,,,,,,,,,,,1,1
5691,I am so amazed at Ordered a Kindle from their US store last 26 and DHL already called me today for delivery,,,,,,,,,,,,,,,,,,,,N,1
5694,Hey Have you bought much from Amazon UK Just got some Blurays nice prices but took 8 9 weeks for regular delivery,,,,,,,,,,,,,,,,,,,,1,1
5704,Amazon Lockers Available For Delivery In Silicon Valley Too TechCrunch It looks like is,,,,,,,,,,,,,,,,,,,,1,1
5705,Am I the only one who doesn t see a real point Amazon Lockers Available For Delivery In Silicon Valley Too,,,,,,,,,,,,,,,,,,,,1,1
5707,Amazon Lockers Available For Delivery In Silicon Valley Too TechCrunch com,,,,,,,,,,,,,,,,,,,,1,1
5708,Amazon Lockers Available For Delivery In Silicon Valley Too Lockers,,,,,,,,,,,,,,,,,,,,1,1
5710,Amazon Lockers Available For Delivery In Silicon Valley Too via RSS,,,,,,,,,,,,,,,,,,,,1,1
5713,I swear Amazon ship slow even wit the 2 day delivery pack,,,,,,,,,,,,,,,,,,,,0,0
5718,RT Amazon Lockers Available For Delivery In Silicon Valley Too by,,,,,,,,,,,,,,,,,,,,1,1
5724,TechCrunch Amazon Lockers Available For Delivery In Silicon Valley ,,,,,,,,,,,,,,,,,,,,1,1
5726,Amazon Lockers Available For Delivery In Silicon Valley Too Some IT Social Media Information Technology,,,,,,,,,,,,,,,,,,,,1,1
5728,Amazon Lockers Available For Delivery In Silicon Valley Too by,,,,,,,,,,,,,,,,,,,,1,1
5729,Amazon Lockers Available For Delivery In Silicon Valley Too  Yeah but in three locations where crime is not an issue,,,,,,,,,,,,,,,,,,,,1,1
5730,TC A Amazon Lockers Available For Delivery In Silicon Valley Too It looks like is expandi,,,,,,,,,,,,,,,,,,,,1,1
5735,Look what I found on pull back service Truck,,,,,,,,,,,,,,,,,,,,N,1
5745,TechCrunch Amazon Lockers Available For Delivery In Silicon Valley Too,,,,,,,,,,,,,,,,,,,,1,1
5749,Amazon Lockers Available For Delivery In Silicon Valley Too Anthony Ha TechCrunch UK,,,,,,,,,,,,,,,,,,,,1,1
5755,Interesting Amazon Lockers Available For Delivery In Silicon Valley Too,,,,,,,,,,,,,,,,,,,,1,1
5772,339 Amazon Lockers Available For Delivery In Silicon Valley Too,,,,,,,,,,,,,,,,,,,,1,1
5773,tecC Amazon Lockers Available For Delivery In Silicon Valley Too It looks like is expandi,,,,,,,,,,,,,,,,,,,,1,1
5783,Amazon Lockers Available For Delivery In Silicon Valley Too by We need this in Sydney,,,,,,,,,,,,,,,,,,,,1,1
5789,Amazon Lockers Available For Delivery In Silicon Valley Too It looks like Amazon via,,,,,,,,,,,,,,,,,,,,1,1
5810,johnny air delivery from amazon all wrapped up pic twitter com sQAjedJR,,,,,,,,,,,,,,,,,,,,N,1
5812,Good idea I d use one RT Amazon Lockers Available For Delivery In Silicon Valley Too,,,,,,,,,,,,,,,,,,,,1,1
5819,Amazon Lockers Available For Delivery In Silicon Valley Too It looks like,,,,,,,,,,,,,,,,,,,,1,1
5825,iGeeky Amazon Lockers Available For Delivery In Silicon Valley Too,,,,,,,,,,,,,,,,,,,,1,1
5830,Amazon Lockers Available For Delivery In Silicon Valley Too It looks like is exp,,,,,,,,,,,,,,,,,,,,1,1
5832,TechCrunch Amazon Lockers Available For Delivery In Silicon Valley Too It looks like,,,,,,,,,,,,,,,,,,,,1,1
5836,techcrunch Amazon Lockers Available For Delivery In Silicon Valley Too,,,,,,,,,,,,,,,,,,,,1,1
5837,Amazon Lockers Available For Delivery In Silicon Valley Too It looks l,,,,,,,,,,,,,,,,,,,,1,1
5838,Amazon Lockers Available For Delivery In Silicon Valley Too It looks like via,,,,,,,,,,,,,,,,,,,,1,1
5840,Amazon Lockers Available For Delivery In Silicon Valley Too It looks like is expanding,,,,,,,,,,,,,,,,,,,,1,1
5851,via Amazon Lockers Available For Delivery In Silicon Valley Too,,,,,,,,,,,,,,,,,,,,1,1
5866,At Tech Crunch Amazon Lockers Available For Delivery In Silicon Valley Too,,,,,,,,,,,,,,,,,,,,1,1
5869,Technology Amazon Lockers Available For Delivery In Silicon Valley Too It looks like is,,,,,,,,,,,,,,,,,,,,1,1
5885,Face recognition Amazon Lockers Available For Delivery In Silicon Valley Too It looks,,,,,,,,,,,,,,,,,,,,1,1
5892,Amazon Lockers Available For Delivery In Silicon Valley Too It looks like is e,,,,,,,,,,,,,,,,,,,,1,1
5904,Amazon Lockers Available For Delivery In Silicon Valley Too pls RT,,,,,,,,,,,,,,,,,,,,1,1
5908,TechCrunch Amazon Lockers Available For Delivery In Silicon Valley Too It looks like Amaz,,,,,,,,,,,,,,,,,,,,1,1
5913,See this Amazon Lockers Available For Delivery In Silicon Valley Too It looks like Am Have a look,,,,,,,,,,,,,,,,,,,,1,1
5918,Amazon Lockers Available For Delivery In Silicon Valley Too Path Tech fr,,,,,,,,,,,,,,,,,,,,1,1
5920,Amazon Lockers Available For Delivery In Silicon Valley Too It looks like is expandi,,,,,,,,,,,,,,,,,,,,1,1
5925,Amazon iTunes for downloading music cheaper and now on a string style of content delivery,,,,,,,,,,,,,,,,,,,,N,1
5926,Anyone have a tip on where to preorder an XBone that guarantees release date delivery Amazon fail,,,,,,,,,,,,,,,,,,,,0,0
5927,Get Instant Delivery or Free One Day Shipping on Amazon Gift Cards,,,,,,,,,,,,,,,,,,,,1,1
5928,Amazon local express delivery 1 day shipping and less the FedEx and ups My life is complete,,,,,,,,,,,,,,,,,,,,0,0
5929,really considering a subscription to a monthly delivery of many jars of pickles from amazon,,,,,,,,,,,,,,,,,,,,1,1
5932,Anderson In US you need Amazon Prime to get free shipping Not here in UK Click and 48 hours after its here no delivery charge,,,,,,,,,,,,,,,,,,,,1,1
5933,I know but on eBay it s like 17 99 3 99 delivery but amazon it s like 20 and free p p,,,,,,,,,,,,,,,,,,,,1,1
5937,hi my daughter bought your book at the fest for 20 way above our means when I found on amazon it s 11 free delivery,,,,,,,,,,,,,,,,,,,,1,1
5938,Delivery date was suppose to be today and according to Amazon it s in Hayward as of this morning,,,,,,,,,,,,,,,,,,,,N,1
5940,amazon lad an get next day delivery,,,,,,,,,,,,,,,,,,,,N,1
5941,Got it ordered from delivery on Wednesday Can t wait,,,,,,,,,,,,,,,,,,,,N,1
5943,No cancelled Amazon Prime as they use Yodel Will avoid buying online if Yodel is delivery company Complained to,,,,,,,,,,,,,,,,,,,,0,0
5944,when are we getting hyperloop as a delivery option on amazon because that s pretty much all that matters,,,,,,,,,,,,,,,,,,,,1,1
5965,TC it s a film from the directors of cars Xx I bought them films for Riley so waiting on my amazon delivery,,,,,,,,,,,,,,,,,,,,N,1
5966,This weeks product of the week Black POLICE Pouch for Belt FREE DELIVERY for 3 99 via ,,,,,,,,,,,,,,,,,,,,1,1
5967,What do you mean estimated delivery next week WHAT THE HELL IS THIS AMAZON,,,,,,,,,,,,,,,,,,,,0,0
5969,It was a sad day to watch the USPS man drive away and still no hoodie Today was the last estimated delivery day,,,,,,,,,,,,,,,,,,,,0,0
5971,Overnight delivery from Amazon de works very well Otherwise TPB has the PDF,,,,,,,,,,,,,,,,,,,,1,1
5972,Interesting read about Amazon s focus on low price fast delivery for everything retail ,,,,,,,,,,,,,,,,,,,,1,1
5974,just saw this now why is the amazon delivery guy so awesome and important,,,,,,,,,,,,,,,,,,,,1,1
5976,Hello I checked with Amazon 2day they do have stock they will confirm delivery timings to me tomorrow 4 u so will let u know 0,,,,,,,,,,,,,,,,,,,,N,1
5977,My default delivery address for Amazon is to the office Guess what I forgot to change when I ordered the TV,,,,,,,,,,,,,,,,,,,,N,1
5979,Amazon says my estimated delivery date is 8 14 Darn it should be today,,,,,,,,,,,,,,,,,,,,N,1
5980,Today s Amazon delivery was a doozy pic twitter com AR1mhnY5AZ,,,,,,,,,,,,,,,,,,,,N,1
5981,Ooohh just pre ordered One direction Where we are 100 official our band our story on Amazon delivery 29 8,,,,,,,,,,,,,,,,,,,,N,1
5983,Fans I feel you I preordered on Amazon and even though it still says guarantee delivery tomorrow my tracking says Wednesday,,,,,,,,,,,,,,,,,,,,N,1
5984,GMs Labor Roadblock Amazons Push for Stronger Delivery and 3 More Hot Stocks,,,,,,,,,,,,,,,,,,,,1,1
5987,GMs Labor Roadblock Amazons Push for Stronger Delivery and 3 More Hot Stocks General Motors NYSE GM GM,,,,,,,,,,,,,,,,,,,,1,1
5989,Not wildlt impressed with as I ordered with Express Delivery 1 2 days yesterday and it s expected Thursday,,,,,,,,,,,,,,,,,,,,1,1
5992,Chromecast update Amazon s email about October was an incorrect estimated order delivery Should ship by mid September or earlier,,,,,,,,,,,,,,,,,,,,N,1
5993,Only thing I hate about amazon is paying delivery 99 of time,,,,,,,,,,,,,,,,,,,,0,0
5994,yeah I m prob gonna buy it off amazon or bbx depending on pricing and delivery Don t have wait rose near me idt,,,,,,,,,,,,,,,,,,,,1,1
5995,You can order from our web Amazon or eBay stores with Next Day delivery M F D,,,,,,,,,,,,,,,,,,,,N,1
5997,Amazon or w next day delivery,,,,,,,,,,,,,,,,,,,,N,1
5998,Amazon delivery tracking just makes me more nervous about what condition my monitor s going to arrive in,,,,,,,,,,,,,,,,,,,,1,1
5999,You re right Missed this Kindle Price 0 00 includes free international wireless delivery via Amazon Whispernet,,,,,,,,,,,,,,,,,,,,1,1
6001,Epic fail Delivery refused Very disappointed twitter com k872GLZjmb,,,,,,,,,,,,,,,,,,,,0,0
6002,Ordered thru Amazon eagerly waiting for October delivery,,,,,,,,,,,,,,,,,,,,N,1
6003,best delivery ever 1 day early thanks pic twitter com PUAjRy7GNe,,,,,,,,,,,,,,,,,,,,1,1
6004,Quicker but not cheaper Amazon don t charge for delivery,,,,,,,,,,,,,,,,,,,,N,1
6005,Hello you need you amazon stuff faster Sign up now and get 30 days FREE amazon two days delivery,,,,,,,,,,,,,,,,,,,,1,1
6006,just got a delivery from Amazon pic twitter com AtnKTvdlia,,,,,,,,,,,,,,,,,,,,N,1
6008,realizes what they can have with fresh produce w o GMO taint Amazon commodity and stuff delivery,,,,,,,,,,,,,,,,,,,,1,1
6009,ahah you got me But fuck being from Canada amazon delivery sucks for me Boooooo,,,,,,,,,,,,,,,,,,,,0,0
6011,One Hour Photo Full Screen Edition One Hour Photo Full Screen Edition Fast Delivery amazon free shipping,,,,,,,,,,,,,,,,,,,,1,1
6012,never ceases to amaze me Unexpected overnight delivery or miserable two week extended delivery,,,,,,,,,,,,,,,,,,,,0,0
6014,Amazon has one day delivery same day in some locations maybe you could send her and the birds a new one stat,,,,,,,,,,,,,,,,,,,,1,1
6017,Damn it I know I said Super Taranta on the delivery order Not cool Amazon,,,,,,,,,,,,,,,,,,,,1,1
6018,I was thinking about webvan kozmo too w ebaynow google delivery amazon fresh What s changed to make these work now,,,,,,,,,,,,,,,,,,,,1,1
6020,Smart Amazon will remake the and delivery too,,,,,,,,,,,,,,,,,,,,1,1
6021,Amazon still using Tracking information states they ve attempted to contact me about delivery twice Both times a lie,,,,,,,,,,,,,,,,,,,,N,1
6022,Christmas Eve Delivery Connie Cox ,,,,,,,,,,,,,,,,,,,,N,1
6023,Crazy that the big thing I m looking forward to this week is the delivery of a new pot from Amazon,,,,,,,,,,,,,,,,,,,,0,0
6033,Canon PowerShot A3500 IS 16MP 5x Digital Camera 84 99 Free Delivery at Amazon,,,,,,,,,,,,,,,,,,,,1,1
6034,Amazon shipment tracking is confusing me right now Its out for delivery but the delivery date is Wednesday 8 00 Hows it gonna take 2 days,,,,,,,,,,,,,,,,,,,,0,0
6035,Ugh Amazon delivery at the earliest on Friday That s unfortunate,,,,,,,,,,,,,,,,,,,,0,0
6036,Amazon forever shegg me when it comes to delivery,,,,,,,,,,,,,,,,,,,,N,1
6041,Payed for first class delivery so where is my bloody package,,,,,,,,,,,,,,,,,,,,0,0
6042,I m waiting on an Amazon delivery and I m going out for an hour in 30 minutes and I know with my luck that will be when it comes,,,,,,,,,,,,,,,,,,,,N,1
6043,Samsung 840 Series 500GB Internal SATA III Solid State Drive 232 60 Free Delivery at Amazon,,,,,,,,,,,,,,,,,,,,1,1
6044,Weird delivery from Amazon Lol pic twitter com aHmPaig9Qr,,,,,,,,,,,,,,,,,,,,1,1
6049,I wonder what did I order this time,,,,,,,,,,,,,,,,,,,,N,1
6050,so you cut off free delivery to Spain from UK but divert sales to Luxembourg to avoid taxes Did Bezos buy WP with the saved money,,,,,,,,,,,,,,,,,,,,1,1
6051,Dear Amazon what is the point in paying for next day delivery Regards,,,,,,,,,,,,,,,,,,,,N,1
